355566;43.40;1017.2;0.20;-0.35;-10.00;10.00
355571;43.40;1017.2;0.19;-0.37;0.19;0.77
355575;43.40;1017.2;0.20;-0.42;-0.40;1.52
355580;43.40;1017.2;0.21;-0.47;-0.40;1.55
355585;43.50;1017.2;0.21;-0.52;-0.06;1.36
355590;43.50;1017.2;0.20;-0.57;-0.06;1.38
355595;43.50;1017.2;0.24;-0.64;-0.79;1.87
355600;43.50;1017.2;0.26;-0.70;-0.80;1.90
355605;43.50;1017.2;0.32;-0.76;-1.32;1.84
355610;43.50;1017.2;0.36;-0.82;-1.34;1.87
355614;43.50;1017.2;0.40;-0.87;-1.37;1.90
355619;43.50;1017.2;0.43;-0.93;-0.82;1.96
355623;43.50;1017.2;0.45;-0.99;-0.84;1.99
355628;43.60;1017.2;0.46;-1.06;-0.56;2.49
355632;43.60;1017.2;0.47;-1.13;-0.57;2.53
355638;43.60;1017.2;0.54;-1.20;-1.61;2.03
355642;43.60;1017.2;0.59;-1.25;-1.64;2.06
355648;43.60;1017.2;0.65;-1.34;-1.66;2.72
355652;43.60;1017.2;0.70;-1.42;-1.69;2.76
355658;43.60;1017.2;0.82;-1.48;-3.01;2.32
355662;43.60;1017.2;0.92;-1.54;-3.07;2.35
355667;43.60;1017.2;1.03;-1.60;-3.43;2.58
355671;43.60;1017.2;1.14;-1.67;-3.50;2.62
355676;43.60;1017.2;1.28;-1.73;-4.36;2.55
355680;43.60;1017.2;1.43;-1.79;-4.44;2.59
355686;43.60;1017.2;1.59;-1.85;-4.24;2.30
355690;43.60;1017.2;1.72;-1.89;-4.32;2.33
355696;43.60;1017.2;1.87;-1.93;-4.39;1.95
355700;43.60;1017.2;2.00;-1.96;-4.47;1.97
355706;43.60;1017.2;2.17;-1.98;-4.79;1.60
355710;43.60;1017.2;2.32;-2.00;-4.88;1.61
355715;43.60;1017.2;2.45;-2.01;-4.96;1.62
355730;43.60;1017.2;2.94;-1.94;-5.49;0.63
355735;43.60;1017.2;3.12;-1.91;-5.60;0.62
355740;43.60;1017.2;3.31;-1.90;-6.22;0.92
355746;43.60;1017.2;3.47;-1.89;-5.33;0.78
355750;43.60;1017.2;3.60;-1.87;-5.41;0.78
355756;43.60;1017.2;3.76;-1.84;-5.65;0.45
355761;43.60;1017.2;3.91;-1.81;-5.74;0.44
355765;43.60;1017.2;4.04;-1.79;-5.82;0.43
355770;43.60;1017.2;4.17;-1.75;-5.69;0.23
355774;43.60;1017.2;4.30;-1.72;-5.77;0.21
355779;43.60;1017.2;4.42;-1.68;-5.69;0.20
355783;43.60;1017.2;4.54;-1.65;-5.76;0.18
355789;43.60;1017.2;4.67;-1.60;-5.55;-0.02
355793;43.60;1017.2;4.78;-1.56;-5.62;-0.04
355799;43.70;1017.2;4.90;-1.51;-5.46;-0.11
355803;43.70;1017.2;5.00;-1.47;-5.52;-0.13
355809;43.70;1017.2;5.10;-1.43;-5.15;0.04
355813;43.70;1017.2;5.18;-1.40;-5.20;0.03
355818;43.70;1017.2;5.24;-1.38;-4.60;0.27
355822;43.70;1017.2;5.30;-1.35;-4.64;0.26
355826;43.70;1017.2;5.35;-1.33;-4.67;0.24
355831;43.70;1017.2;5.41;-1.31;-4.71;0.23
355836;43.70;1017.2;5.45;-1.28;-4.10;0.25
355841;43.80;1017.2;5.48;-1.26;-4.12;0.24
355846;43.80;1017.2;5.50;-1.24;-3.81;0.38
355851;43.80;1017.2;5.52;-1.23;-3.82;0.37
355856;43.80;1017.2;5.53;-1.22;-3.62;0.58
355861;43.80;1017.2;5.55;-1.21;-3.62;0.57
355866;43.80;1017.2;5.56;-1.20;-3.63;0.57
355870;43.80;1017.2;5.54;-1.20;-2.87;0.60
355875;43.80;1017.2;5.52;-1.19;-2.86;0.60
355880;43.80;1017.2;5.48;-1.19;-2.51;0.70
355894;43.80;1017.2;5.36;-1.22;-2.30;0.97
355900;43.90;1017.2;5.29;-1.24;-1.92;1.18
355904;43.90;1017.2;5.24;-1.26;-1.89;1.19
355910;43.90;1017.2;5.17;-1.29;-1.65;1.43
355914;43.90;1017.2;5.11;-1.31;-1.62;1.45
355919;44.00;1017.2;5.05;-1.35;-1.59;1.80
355923;44.00;1017.2;4.99;-1.39;-1.55;1.83
355928;44.00;1017.2;4.92;-1.43;-1.23;1.91
355932;44.00;1017.2;4.85;-1.47;-1.19;1.94
355937;44.10;1017.2;4.75;-1.53;-0.94;2.24
355942;44.10;1017.2;4.68;-1.58;-0.90;2.27
355947;44.10;1017.2;4.58;-1.65;-0.80;2.48
355952;44.10;1017.2;4.50;-1.71;-0.76;2.52
355957;44.20;1017.2;4.40;-1.79;-0.63;2.79
355962;44.20;1017.2;4.32;-1.86;-0.59;2.83
355966;44.20;1017.2;4.23;-1.93;-0.54;2.87
355971;44.20;1017.2;4.15;-2.00;-0.48;2.85
355975;44.30;1017.1;4.07;-2.06;-0.43;2.90
355980;44.30;1017.1;3.99;-2.13;-0.52;3.01
355985;44.30;1017.1;3.91;-2.20;-0.48;3.06
355990;44.30;1017.1;3.83;-2.29;-0.64;3.23
355995;44.30;1017.1;3.76;-2.36;-0.60;3.28
356000;44.30;1017.1;3.68;-2.45;-0.60;3.29
356005;44.30;1017.1;3.61;-2.52;-0.56;3.33
356010;44.30;1017.1;3.53;-2.60;-0.57;3.37
356014;44.40;1017.1;3.47;-2.67;-0.54;3.41
356019;44.40;1017.1;3.41;-2.74;-0.58;3.27
356023;44.40;1017.1;3.35;-2.80;-0.55;3.31
356038;44.40;1017.1;3.18;-2.99;-0.70;3.30
356042;44.40;1017.1;3.13;-3.05;-0.68;3.34
356048;44.40;1017.1;3.07;-3.11;-0.62;3.28
356052;44.50;1017.1;3.02;-3.17;-0.59;3.32
356058;44.50;1017.1;2.96;-3.22;-0.76;3.14
356063;44.50;1017.1;2.92;-3.27;-0.74;3.17
356067;44.50;1017.1;2.87;-3.32;-0.72;3.20
356072;44.60;1017.1;2.84;-3.36;-0.91;2.94
