112850;44.00;1017.2;-0.01;-0.27;1.32;10.00
112855;43.90;1017.2;0.01;-0.24;-0.46;-0.43
112860;43.90;1017.2;0.02;-0.22;-0.47;-0.45
112864;43.90;1017.2;0.04;-0.20;-0.48;-0.46
112869;43.90;1017.2;0.06;-0.17;-0.50;-0.47
112874;44.00;1017.2;0.07;-0.13;-0.11;-0.73
112879;44.00;1017.2;0.07;-0.10;-0.11;-0.75
112885;44.00;1017.2;0.07;-0.02;-0.15;-1.67
112890;44.00;1017.2;0.08;0.06;-0.15;-1.72
112895;44.10;1017.2;0.11;0.13;-0.68;-1.64
112900;44.10;1017.2;0.13;0.20;-0.69;-1.68
112904;44.10;1017.2;0.14;0.23;-0.18;-0.95
112909;44.10;1017.2;0.14;0.26;-0.18;-0.97
112913;44.10;1017.2;0.15;0.28;-0.29;-0.62
112918;44.10;1017.2;0.15;0.30;-0.29;-0.63
112923;44.10;1017.2;0.19;0.31;-0.86;-0.49
112928;44.10;1017.2;0.22;0.32;-0.88;-0.50
112933;44.10;1017.2;0.21;0.44;0.11;-2.61
112938;44.10;1017.2;0.20;0.53;0.12;-2.66
112943;44.10;1017.2;0.17;0.63;0.52;-2.54
112947;44.10;1017.2;0.14;0.72;0.54;-2.59
112952;44.00;1017.2;0.20;0.75;-1.62;-1.19
112956;44.00;1017.2;0.26;0.78;-1.66;-1.21
112961;44.00;1017.2;0.32;0.80;-1.69;-1.23
112966;44.00;1017.2;0.38;0.84;-1.52;-1.21
112971;44.10;1017.2;0.53;0.86;-3.33;-0.93
112976;44.10;1017.2;0.65;0.87;-3.40;-0.94
112982;44.10;1017.2;0.77;0.87;-3.00;-0.53
112986;44.10;1017.2;0.88;0.87;-3.07;-0.53
112992;44.10;1017.2;0.95;0.94;-1.92;-1.95
112996;44.10;1017.2;1.00;1.00;-1.96;-1.98
113001;44.10;1017.2;1.06;1.05;-1.99;-2.02
113006;44.10;1017.2;1.10;1.10;-1.82;-1.77
113010;44.10;1017.2;1.15;1.14;-1.85;-1.80
113014;44.10;1017.2;1.16;1.19;-1.04;-1.90
113029;44.00;1017.2;1.22;1.30;-1.14;-1.67
113035;44.00;1017.2;1.25;1.35;-1.42;-1.72
113039;44.00;1017.2;1.27;1.38;-1.43;-1.74
113045;44.00;1017.2;1.26;1.42;-0.42;-1.59
113049;44.00;1017.2;1.24;1.45;-0.41;-1.60
113053;44.10;1017.2;1.25;1.46;-0.97;-1.26
113058;44.10;1017.2;1.26;1.48;-0.98;-1.27
113062;44.10;1017.2;1.25;1.49;-0.40;-1.32
113067;44.10;1017.2;1.23;1.51;-0.39;-1.33
113072;44.20;1017.2;1.21;1.55;-0.23;-1.66
113077;44.20;1017.2;1.19;1.57;-0.22;-1.68
113082;44.20;1017.2;1.16;1.62;-0.07;-1.88
113087;44.20;1017.2;1.13;1.65;-0.05;-1.90
113092;44.20;1017.2;1.09;1.68;0.13;-1.57
113097;44.20;1017.2;1.06;1.70;0.15;-1.59
113101;44.20;1017.2;1.03;1.73;0.17;-1.60
113106;44.20;1017.2;0.98;1.74;0.57;-1.46
113111;44.20;1017.2;0.93;1.76;0.60;-1.47
113115;44.20;1017.2;0.88;1.77;0.79;-1.47
113119;44.20;1017.2;0.83;1.79;0.82;-1.48
113125;44.20;1017.2;0.77;1.82;0.87;-1.65
113129;44.30;1017.1;0.71;1.84;0.90;-1.66
113135;44.30;1017.1;0.65;1.86;0.98;-1.70
113139;44.30;1017.1;0.59;1.89;1.01;-1.71
113145;44.30;1017.1;0.52;1.92;1.16;-1.81
113149;44.40;1017.1;0.46;1.94;1.20;-1.83
113154;44.40;1017.1;0.41;1.97;0.96;-1.85
113158;44.40;1017.1;0.37;1.99;0.98;-1.86
113163;44.40;1017.1;0.31;2.02;1.27;-1.87
113167;44.50;1017.1;0.25;2.05;1.30;-1.89
113173;44.50;1017.1;0.18;2.09;1.30;-2.12
113177;44.50;1017.1;0.12;2.12;1.34;-2.14
113183;44.50;1017.1;0.04;2.16;1.59;-2.18
113187;44.50;1017.1;-0.02;2.20;1.63;-2.20
113193;44.50;1017.1;-0.11;2.24;1.77;-2.18
113198;44.50;1017.1;-0.18;2.27;1.82;-2.20
113202;44.50;1017.1;-0.25;2.31;1.86;-2.22
113207;44.60;1017.1;-0.32;2.34;1.87;-2.24
113221;44.60;1017.1;-0.55;2.42;2.13;-2.10
113227;44.60;1017.1;-0.64;2.45;2.17;-2.16
113232;44.60;1017.1;-0.72;2.48;2.22;-2.18
113237;44.60;1017.1;-0.79;2.52;2.04;-2.35
113243;44.60;1017.1;-0.87;2.56;2.08;-2.37
113248;44.60;1017.1;-0.94;2.59;2.24;-2.24
113252;44.60;1017.1;-1.01;2.61;2.28;-2.26
113256;44.60;1017.1;-1.08;2.64;2.45;-2.18
113261;44.60;1017.1;-1.15;2.66;2.49;-2.19
113265;44.70;1017.1;-1.22;2.68;2.39;-2.05
113270;44.80;1017.1;-1.28;2.69;2.43;-2.06
113275;44.80;1017.1;-1.36;2.71;2.39;-1.94
113280;44.80;1017.1;-1.42;2.72;2.43;-1.94
113285;44.80;1017.1;-1.50;2.72;2.48;-1.82
113290;44.80;1017.1;-1.56;2.73;2.52;-1.83
113295;44.80;1017.1;-1.63;2.73;2.31;-1.58
113300;44.80;1017.1;-1.68;2.72;2.35;-1.58
113304;44.80;1017.1;-1.73;2.72;2.34;-1.55
113309;44.90;1017.1;-1.78;2.71;2.37;-1.55
113313;44.90;1017.1;-1.83;2.71;2.40;-1.55
113318;44.90;1017.1;-1.89;2.70;2.48;-1.53
113323;44.90;1017.1;-1.95;2.70;2.30;-1.52
113328;45.10;1017.1;-1.99;2.69;2.33;-1.52
113333;45.10;1017.1;-2.04;2.68;2.27;-1.38
113338;45.10;1017.1;-2.09;2.67;2.30;-1.37
113344;45.10;1017.1;-2.14;2.65;2.32;-1.36
113348;45.20;1017.0;-2.18;2.64;2.34;-1.35
113353;45.20;1017.0;-2.22;2.63;2.37;-1.35
113358;45.20;1017.0;-2.26;2.62;2.34;-1.22
113362;45.20;1017.0;-2.30;2.60;2.36;-1.21
113367;45.30;1017.0;-2.34;2.58;2.34;-1.18
113371;45.30;1017.0;-2.38;2.57;2.36;-1.17
113377;45.40;1017.0;-2.41;2.55;2.14;-1.12
113391;45.40;1017.0;-2.48;2.47;2.03;-0.98
113397;45.40;1017.0;-2.51;2.45;2.13;-0.94
113401;45.40;1017.0;-2.53;2.42;2.14;-0.92
113406;45.50;1017.0;-2.55;2.40;2.03;-0.84
113410;45.50;1017.0;-2.57;2.37;2.04;-0.82
113414;45.50;1017.0;-2.58;2.34;1.83;-0.74
113419;45.50;1017.0;-2.59;2.32;1.84;-0.72
113424;45.60;1017.0;-2.61;2.28;1.82;-0.71
